1.3630 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
18.8520 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
21.4364 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

21.4379 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8041df5730>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f7fdcd92c10>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.4381 	EXP 	window1: mouseVisible = True
21.4393 	EXP 	window1: mouseVisible = False
21.4393 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
21.4394 	EXP 	window1: recordFrameIntervals = False
21.5990 	EXP 	window1: recordFrameIntervals = True
21.6361 	WARNING 	t of last frame was 20.47ms (=1/48)
21.7033 	WARNING 	t of last frame was 20.15ms (=1/49)
21.7699 	WARNING 	t of last frame was 20.54ms (=1/48)
21.8364 	WARNING 	t of last frame was 20.45ms (=1/48)
21.9031 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
22.2535 	DATA 	Mouse: Left button down, pos=(461,576)
22.2541 	DATA 	Mouse:  Left button up, pos=(461,576)
23.2657 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

25.2709 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([-0.2549,  0.2392,  0.2549]), fillColorSpace='rgb', fillRGB=array([-0.2549,  0.2392,  0.2549]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
25.2717 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1.0, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2724 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1.0, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2731 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1.0, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2738 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1.0, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2746 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
25.2763 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([-0.2549,  0.2392,  0.2549]), fillColorSpace='rgb', fillRGB=array([-0.2549,  0.2392,  0.2549]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
25.2770 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1.0, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2777 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1.0, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2784 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1.0, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2791 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1.0, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
25.2801 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
25.2912 	EXP 	Imported sequence_con.csv as conditions, 4 conditions, 2 params
25.2921 	EXP 	Created sequence: sequential, trialTypes=4, nReps=24, seed=None
25.2924 	EXP 	New trial (rep=0, index=0): OrderedDict([('pos', -50), ('corr_resp', 'x')])
25.3036 	EXP 	Fixation: autoDraw = True
26.2995 	EXP 	line1: autoDraw = True
26.2995 	EXP 	line2: autoDraw = True
26.2995 	EXP 	line3: autoDraw = True
26.2995 	EXP 	line4: autoDraw = True
26.3202 	EXP 	Fixation: autoDraw = False
27.2820 	EXP 	probe: autoDraw = True
28.1264 	EXP 	New trial (rep=0, index=1): OrderedDict([('pos', 150), ('corr_resp', 'v')])
28.1318 	DATA 	Keypress: x
28.1368 	EXP 	Fixation: autoDraw = False
28.1368 	EXP 	line1: autoDraw = False
28.1368 	EXP 	line2: autoDraw = False
28.1368 	EXP 	line3: autoDraw = False
28.1368 	EXP 	line4: autoDraw = False
28.1368 	EXP 	probe: autoDraw = False
28.1368 	EXP 	Fixation: autoDraw = True
29.1326 	EXP 	line1: autoDraw = True
29.1326 	EXP 	line2: autoDraw = True
29.1326 	EXP 	line3: autoDraw = True
29.1326 	EXP 	line4: autoDraw = True
29.1532 	EXP 	Fixation: autoDraw = False
30.1328 	EXP 	probe: autoDraw = True
30.7544 	EXP 	New trial (rep=0, index=2): OrderedDict([('pos', 50), ('corr_resp', 'c')])
30.7570 	DATA 	Keypress: v
30.7698 	EXP 	Fixation: autoDraw = False
30.7698 	EXP 	line1: autoDraw = False
30.7698 	EXP 	line2: autoDraw = False
30.7698 	EXP 	line3: autoDraw = False
30.7698 	EXP 	line4: autoDraw = False
30.7698 	EXP 	probe: autoDraw = False
30.7698 	EXP 	Fixation: autoDraw = True
31.7701 	EXP 	Fixation: autoDraw = False
31.7701 	EXP 	line1: autoDraw = True
31.7701 	EXP 	line2: autoDraw = True
31.7701 	EXP 	line3: autoDraw = True
31.7701 	EXP 	line4: autoDraw = True
32.7690 	EXP 	probe: autoDraw = True
33.2887 	EXP 	New trial (rep=0, index=3): OrderedDict([('pos', -150), ('corr_resp', 'z')])
33.2914 	DATA 	Keypress: c
33.3031 	EXP 	Fixation: autoDraw = False
33.3031 	EXP 	line1: autoDraw = False
33.3031 	EXP 	line2: autoDraw = False
33.3031 	EXP 	line3: autoDraw = False
33.3031 	EXP 	line4: autoDraw = False
33.3031 	EXP 	probe: autoDraw = False
33.3031 	EXP 	Fixation: autoDraw = True
34.3036 	EXP 	Fixation: autoDraw = False
34.3036 	EXP 	line1: autoDraw = True
34.3036 	EXP 	line2: autoDraw = True
34.3036 	EXP 	line3: autoDraw = True
34.3036 	EXP 	line4: autoDraw = True
35.3036 	EXP 	probe: autoDraw = True
35.8682 	EXP 	New trial (rep=1, index=0): OrderedDict([('pos', -50), ('corr_resp', 'x')])
35.8710 	DATA 	Keypress: z
35.8873 	EXP 	Fixation: autoDraw = False
35.8873 	EXP 	line1: autoDraw = False
35.8873 	EXP 	line2: autoDraw = False
35.8873 	EXP 	line3: autoDraw = False
35.8873 	EXP 	line4: autoDraw = False
35.8873 	EXP 	probe: autoDraw = False
35.8873 	EXP 	Fixation: autoDraw = True
36.8872 	EXP 	line1: autoDraw = True
36.8872 	EXP 	line2: autoDraw = True
36.8872 	EXP 	line3: autoDraw = True
36.8872 	EXP 	line4: autoDraw = True
36.9038 	EXP 	Fixation: autoDraw = False
37.8869 	EXP 	probe: autoDraw = True
38.5345 	EXP 	New trial (rep=1, index=1): OrderedDict([('pos', 150), ('corr_resp', 'v')])
38.5373 	DATA 	Keypress: x
38.5541 	EXP 	Fixation: autoDraw = False
38.5541 	EXP 	line1: autoDraw = False
38.5541 	EXP 	line2: autoDraw = False
38.5541 	EXP 	line3: autoDraw = False
38.5541 	EXP 	line4: autoDraw = False
38.5541 	EXP 	probe: autoDraw = False
38.5541 	EXP 	Fixation: autoDraw = True
39.5535 	EXP 	line1: autoDraw = True
39.5535 	EXP 	line2: autoDraw = True
39.5535 	EXP 	line3: autoDraw = True
39.5535 	EXP 	line4: autoDraw = True
39.5699 	EXP 	Fixation: autoDraw = False
40.5531 	EXP 	probe: autoDraw = True
41.1172 	EXP 	New trial (rep=1, index=2): OrderedDict([('pos', 50), ('corr_resp', 'c')])
41.1195 	DATA 	Keypress: v
41.1325 	EXP 	Fixation: autoDraw = False
41.1325 	EXP 	line1: autoDraw = False
41.1325 	EXP 	line2: autoDraw = False
41.1325 	EXP 	line3: autoDraw = False
41.1325 	EXP 	line4: autoDraw = False
41.1325 	EXP 	probe: autoDraw = False
41.1325 	EXP 	Fixation: autoDraw = True
42.1159 	EXP 	line1: autoDraw = True
42.1159 	EXP 	line2: autoDraw = True
42.1159 	EXP 	line3: autoDraw = True
42.1159 	EXP 	line4: autoDraw = True
42.1330 	EXP 	Fixation: autoDraw = False
43.1158 	EXP 	probe: autoDraw = True
43.7048 	EXP 	New trial (rep=1, index=3): OrderedDict([('pos', -150), ('corr_resp', 'z')])
43.7072 	DATA 	Keypress: c
43.7159 	EXP 	Fixation: autoDraw = False
43.7159 	EXP 	line1: autoDraw = False
